,RAP,MSU1
48676,None,LOC_Os02g23825
48677,None,LOC_Os02g23827
48678,None,LOC_Os02g23828
48679,None,LOC_Os02g23829
48680,None,LOC_Os02g23830
48681,None,LOC_Os02g23840
48682,None,LOC_Os02g23850
48683,None,LOC_Os02g23860
48684,None,LOC_Os02g23880
48685,None,LOC_Os02g23910
48686,None,LOC_Os02g23920
48687,None,LOC_Os02g23950
48688,None,LOC_Os02g23960
48689,None,LOC_Os02g23970
48690,None,LOC_Os02g23980
48691,None,LOC_Os02g23990
48692,None,LOC_Os02g24000
48693,None,LOC_Os02g24030
48694,None,LOC_Os02g24040
48695,None,LOC_Os02g24050
48696,None,LOC_Os02g24060
48697,None,LOC_Os02g24070
48698,None,LOC_Os02g24090
48699,None,LOC_Os02g24100
48700,None,LOC_Os02g24155
48701,None,LOC_Os02g24170
48702,None,LOC_Os02g24230
48703,None,LOC_Os02g24250
48704,None,LOC_Os02g24260
48705,None,LOC_Os02g24280
48706,None,LOC_Os02g24290
48707,None,LOC_Os02g24300
48708,None,LOC_Os02g24310
48709,None,LOC_Os02g24320
48710,None,LOC_Os02g24340
48711,None,LOC_Os02g24370
48712,None,LOC_Os02g24380
48713,None,LOC_Os02g24390
48714,None,LOC_Os02g24400
48715,None,LOC_Os02g24410
48716,None,LOC_Os02g24420
48717,None,LOC_Os02g24460
48718,None,LOC_Os02g24470
48719,None,LOC_Os02g24480
48720,None,LOC_Os02g24490
48721,None,LOC_Os02g24500
48722,None,LOC_Os02g24520
48723,None,LOC_Os02g24530
48724,None,LOC_Os02g24540
48725,None,LOC_Os02g24550
48726,None,LOC_Os02g24560
48727,None,LOC_Os02g24570
48728,None,LOC_Os02g24574
48729,None,LOC_Os02g24576
48730,None,LOC_Os02g24586
48731,None,LOC_Os02g24596
48732,None,LOC_Os02g24598
48733,None,LOC_Os02g24604
48734,None,LOC_Os02g24612
48735,None,LOC_Os02g24614
48736,None,LOC_Os02g24624
48737,None,LOC_Os02g24626
48738,None,LOC_Os02g24628
48739,None,LOC_Os02g24632
48740,None,LOC_Os02g24634
48741,None,LOC_Os02g24636
48742,None,LOC_Os02g24640
48743,None,LOC_Os02g24642
48744,None,LOC_Os02g24660
48745,None,LOC_Os02g24670
48746,None,LOC_Os02g24690
48747,None,LOC_Os02g24710
48748,None,LOC_Os02g24730
48749,None,LOC_Os02g24760
48750,None,LOC_Os02g24770
48751,None,LOC_Os02g24780
48752,None,LOC_Os02g24790
48753,None,LOC_Os02g24810
48754,None,LOC_Os02g24820
48755,None,LOC_Os02g24840
48756,None,LOC_Os02g24850
48757,None,LOC_Os02g24860
48758,None,LOC_Os02g24870
48759,None,LOC_Os02g24880
48760,None,LOC_Os02g24890
48761,None,LOC_Os02g24900
48762,None,LOC_Os02g24910
48763,None,LOC_Os02g24920
48764,None,LOC_Os02g24930
48765,None,LOC_Os02g24940
48766,None,LOC_Os02g24950
48767,None,LOC_Os02g24960
48768,None,LOC_Os02g24970
48769,None,LOC_Os02g24980
48770,None,LOC_Os02g24990
48771,None,LOC_Os02g25000
48772,None,LOC_Os02g25010
48773,None,LOC_Os02g25030
48774,None,LOC_Os02g25040
48775,None,LOC_Os02g25050
48776,None,LOC_Os02g25070
48777,None,LOC_Os02g25090
48778,None,LOC_Os02g25100
48779,None,LOC_Os02g25110
48780,None,LOC_Os02g25120
48781,None,LOC_Os02g25130
48782,None,LOC_Os02g25140
48783,None,LOC_Os02g25150
48784,None,LOC_Os02g25160
48785,None,LOC_Os02g25170
48786,None,LOC_Os02g25180
48787,None,LOC_Os02g25190
48788,None,LOC_Os02g25200
48789,None,LOC_Os02g25210
48790,None,LOC_Os02g25220
48791,None,LOC_Os02g25250
48792,None,LOC_Os02g25260
48793,None,LOC_Os02g25270
48794,None,LOC_Os02g25280
48795,None,LOC_Os02g25290
48796,None,LOC_Os02g25300
48797,None,LOC_Os02g25320
48798,None,LOC_Os02g25330
48799,None,LOC_Os02g25340
48800,None,LOC_Os02g25350
48801,None,LOC_Os02g25360
48802,None,LOC_Os02g25370
48803,None,LOC_Os02g25380
48804,None,LOC_Os02g25390
48805,None,LOC_Os02g25400
48806,None,LOC_Os02g25410
48807,None,LOC_Os02g25430
48808,None,LOC_Os02g25440
48809,None,LOC_Os02g25460
48810,None,LOC_Os02g25470
48811,None,LOC_Os02g25480
48812,None,LOC_Os02g25490
48813,None,LOC_Os02g25500
48814,None,LOC_Os02g25510
48815,None,LOC_Os02g25520
48816,None,LOC_Os02g25530
48817,None,LOC_Os02g25540
48818,None,LOC_Os02g25550
48819,None,LOC_Os02g25560
48820,None,LOC_Os02g25600
48821,None,LOC_Os02g25610
48822,None,LOC_Os02g25670
48823,None,LOC_Os02g25690
48824,None,LOC_Os02g25710
48825,None,LOC_Os02g25730
48826,None,LOC_Os02g25740
48827,None,LOC_Os02g25750
48828,None,LOC_Os02g25760
48829,None,LOC_Os02g25770
48830,None,LOC_Os02g25790
48831,None,LOC_Os02g25800
48832,None,LOC_Os02g25810
48833,None,LOC_Os02g25850
48834,None,LOC_Os02g25880
48835,None,LOC_Os02g25890
48836,None,LOC_Os02g25920
48837,None,LOC_Os02g25930
48838,None,LOC_Os02g25950
48839,None,LOC_Os02g25970
48840,None,LOC_Os02g25980
48841,None,LOC_Os02g25990
48842,None,LOC_Os02g26040
48843,None,LOC_Os02g26050
48844,None,LOC_Os02g26060
48845,None,LOC_Os02g26070
48846,None,LOC_Os02g26100
48847,None,LOC_Os02g26110
48848,None,LOC_Os02g26130
48849,None,LOC_Os02g26150
48850,None,LOC_Os02g26170
48851,None,LOC_Os02g26180
48852,None,LOC_Os02g26200
48853,None,LOC_Os02g26230
48854,None,LOC_Os02g26240
48855,None,LOC_Os02g26250
48856,None,LOC_Os02g26260
48857,None,LOC_Os02g26270
48858,None,LOC_Os02g26280
48859,None,LOC_Os02g26410
48860,None,LOC_Os02g26420
48861,None,LOC_Os02g26450
48862,None,LOC_Os02g26460
48863,None,LOC_Os02g26500
48864,None,LOC_Os02g26510
48865,None,LOC_Os02g26520
48866,None,LOC_Os02g26530
48867,None,LOC_Os02g26570
48868,None,LOC_Os02g26590
48869,None,LOC_Os02g26630
48870,None,LOC_Os02g26640
48871,None,LOC_Os02g26680
48872,None,LOC_Os02g26690
48873,None,LOC_Os02g26710
48874,None,LOC_Os02g26730
48875,None,LOC_Os02g26740
48876,None,LOC_Os02g26750
48877,None,LOC_Os02g26760
48878,None,LOC_Os02g26780
48879,None,LOC_Os02g26820
48880,None,LOC_Os02g26830
48881,None,LOC_Os02g26870
48882,None,LOC_Os02g26880
48883,None,LOC_Os02g26900
48884,None,LOC_Os02g26910
48885,None,LOC_Os02g26920
48886,None,LOC_Os02g26930
48887,None,LOC_Os02g26970
48888,None,LOC_Os02g27010
48889,None,LOC_Os02g27020
48890,None,LOC_Os02g27040
48891,None,LOC_Os02g27050
48892,None,LOC_Os02g27080
48893,None,LOC_Os02g27100
48894,None,LOC_Os02g27120
48895,None,LOC_Os02g27140
48896,None,LOC_Os02g27160
48897,None,LOC_Os02g27170
48898,None,LOC_Os02g27180
48899,None,LOC_Os02g27190
48900,None,LOC_Os02g27210
48901,None,LOC_Os02g27230
48902,None,LOC_Os02g27240
48903,None,LOC_Os02g27250
48904,None,LOC_Os02g27260
48905,None,LOC_Os02g27270
48906,None,LOC_Os02g27290
48907,None,LOC_Os02g27320
48908,None,LOC_Os02g27350
48909,None,LOC_Os02g27370
48910,None,LOC_Os02g27380
48911,None,LOC_Os02g27460
48912,None,LOC_Os02g27510
48913,None,LOC_Os02g27520
48914,None,LOC_Os02g27580
48915,None,LOC_Os02g27590
48916,None,LOC_Os02g27600
48917,None,LOC_Os02g27630
48918,None,LOC_Os02g27640
48919,None,LOC_Os02g27650
48920,None,LOC_Os02g27660
48921,None,LOC_Os02g27680
48922,None,LOC_Os02g27700
48923,None,LOC_Os02g27720
48924,None,LOC_Os02g27750
48925,None,LOC_Os02g27780
48926,None,LOC_Os02g27800
48927,None,LOC_Os02g27850
48928,None,LOC_Os02g27890
48929,None,LOC_Os02g27900
48930,None,LOC_Os02g27910
48931,None,LOC_Os02g27930
48932,None,LOC_Os02g27970
48933,None,LOC_Os02g27980
48934,None,LOC_Os02g27990
48935,None,LOC_Os02g28010
48936,None,LOC_Os02g28020
48937,None,LOC_Os02g28050
48938,None,LOC_Os02g28100
48939,None,LOC_Os02g28120
48940,None,LOC_Os02g28150
48941,None,LOC_Os02g28160
48942,None,LOC_Os02g28230
48943,None,LOC_Os02g28250
48944,None,LOC_Os02g28260
48945,None,LOC_Os02g28290
48946,None,LOC_Os02g28300
48947,None,LOC_Os02g28310
48948,None,LOC_Os02g28320
48949,None,LOC_Os02g28330
48950,None,LOC_Os02g28350
48951,None,LOC_Os02g28360
48952,None,LOC_Os02g28370
48953,None,LOC_Os02g28380
48954,None,LOC_Os02g28400
48955,None,LOC_Os02g28420
48956,None,LOC_Os02g28430
48957,None,LOC_Os02g28450
48958,None,LOC_Os02g28465
48959,None,LOC_Os02g28490
48960,None,LOC_Os02g28500
48961,None,LOC_Os02g28510
48962,None,LOC_Os02g28520
48963,None,LOC_Os02g28530
48964,None,LOC_Os02g28550
48965,None,LOC_Os02g28570
48966,None,LOC_Os02g28590
48967,None,LOC_Os02g28610
48968,None,LOC_Os02g28620
48969,None,LOC_Os02g28630
48970,None,LOC_Os02g28640
48971,None,LOC_Os02g28650
48972,None,LOC_Os02g28670
48973,None,LOC_Os02g28690
48974,None,LOC_Os02g28700
48975,None,LOC_Os02g28750
48976,None,LOC_Os02g28760
48977,None,LOC_Os02g28770
48978,None,LOC_Os02g28780
48979,None,LOC_Os02g28790
48980,None,LOC_Os02g28800
48981,None,LOC_Os02g28840
48982,None,LOC_Os02g28860
48983,None,LOC_Os02g28880
48984,None,LOC_Os02g28890
48985,None,LOC_Os02g28910
48986,None,LOC_Os02g28920
48987,None,LOC_Os02g28930
48988,None,LOC_Os02g28940
48989,None,LOC_Os02g28950
48990,None,LOC_Os02g28960
48991,None,LOC_Os02g29050
48992,None,LOC_Os02g29060
48993,None,LOC_Os02g29080
48994,None,LOC_Os02g29170
48995,None,LOC_Os02g29180
48996,None,LOC_Os02g29200
48997,None,LOC_Os02g29240
48998,None,LOC_Os02g29260
48999,None,LOC_Os02g29270
49000,None,LOC_Os02g29280
49001,None,LOC_Os02g29290
49002,None,LOC_Os02g29310
49003,None,LOC_Os02g29330
49004,None,LOC_Os02g29350
49005,None,LOC_Os02g29390
49006,None,LOC_Os02g29430
49007,None,LOC_Os02g29490
49008,None,LOC_Os02g29540
49009,None,LOC_Os02g29570
49010,None,LOC_Os02g29580
49011,None,LOC_Os02g29600
49012,None,LOC_Os02g29610
49013,None,LOC_Os02g29620
49014,None,LOC_Os02g29640
49015,None,LOC_Os02g29650
49016,None,LOC_Os02g29660
49017,None,LOC_Os02g29670
49018,None,LOC_Os02g29680
49019,None,LOC_Os02g29690
49020,None,LOC_Os02g29700
49021,None,LOC_Os02g29710
49022,None,LOC_Os02g29730
49023,None,LOC_Os02g29740
49024,None,LOC_Os02g29750
49025,None,LOC_Os02g29760
49026,None,LOC_Os02g29770
49027,None,LOC_Os02g29780
49028,None,LOC_Os02g29790
49029,None,LOC_Os02g29800
49030,None,LOC_Os02g29820
49031,None,LOC_Os02g29830
49032,None,LOC_Os02g29840
49033,None,LOC_Os02g29850
49034,None,LOC_Os02g29860
49035,None,LOC_Os02g29870
49036,None,LOC_Os02g29880
49037,None,LOC_Os02g29910
49038,None,LOC_Os02g29920
49039,None,LOC_Os02g29930
49040,None,LOC_Os02g29940
49041,None,LOC_Os02g29970
49042,None,LOC_Os02g29990
49043,None,LOC_Os02g30000
49044,None,LOC_Os02g30010
49045,None,LOC_Os02g30020
49046,None,LOC_Os02g30030
49047,None,LOC_Os02g30040
49048,None,LOC_Os02g30070
49049,None,LOC_Os02g30120
49050,None,LOC_Os02g30130
49051,None,LOC_Os02g30160
49052,None,LOC_Os02g30170
49053,None,LOC_Os02g30250
49054,None,LOC_Os02g30270
49055,None,LOC_Os02g30290
49056,None,LOC_Os02g30330
49057,None,LOC_Os02g30340
49058,None,LOC_Os02g30350
49059,None,LOC_Os02g30360
49060,None,LOC_Os02g30390
49061,None,LOC_Os02g30400
49062,None,LOC_Os02g30430
49063,None,LOC_Os02g30440
49064,None,LOC_Os02g30490
49065,None,LOC_Os02g30500
49066,None,LOC_Os02g30510
49067,None,LOC_Os02g30520
49068,None,LOC_Os02g30540
49069,None,LOC_Os02g30580
49070,None,LOC_Os02g30590
49071,None,LOC_Os02g30680
49072,None,LOC_Os02g30740
49073,None,LOC_Os02g30750
49074,None,LOC_Os02g30760
49075,None,LOC_Os02g30770
49076,None,LOC_Os02g30820
49077,None,LOC_Os02g30830
49078,None,LOC_Os02g30860
49079,None,LOC_Os02g30880
49080,None,LOC_Os02g30890
49081,None,LOC_Os02g30920
49082,None,LOC_Os02g30955
49083,None,LOC_Os02g30990
49084,None,LOC_Os02g31000
49085,None,LOC_Os02g31020
49086,None,LOC_Os02g31060
49087,None,LOC_Os02g31090
49088,None,LOC_Os02g31110
49089,None,LOC_Os02g31120
49090,None,LOC_Os02g31170
49091,None,LOC_Os02g31180
49092,None,LOC_Os02g31190
49093,None,LOC_Os02g31240
49094,None,LOC_Os02g31270
49095,None,LOC_Os02g31310
49096,None,LOC_Os02g31320
49097,None,LOC_Os02g31330
49098,None,LOC_Os02g31950
49099,None,LOC_Os02g31970
49100,None,LOC_Os02g32020
49101,None,LOC_Os02g32050
49102,None,LOC_Os02g32070
49103,None,LOC_Os02g32090
49104,None,LOC_Os02g32100
49105,None,LOC_Os02g32130
49106,None,LOC_Os02g32220
49107,None,LOC_Os02g32240
49108,None,LOC_Os02g32300
49109,None,LOC_Os02g32360
49110,None,LOC_Os02g32380
49111,None,LOC_Os02g32390
49112,None,LOC_Os02g32410
49113,None,LOC_Os02g32440
49114,None,LOC_Os02g32560
49115,None,LOC_Os02g32630
49116,None,LOC_Os02g32680
49117,None,LOC_Os02g32710
49118,None,LOC_Os02g32720
49119,None,LOC_Os02g32870
49120,None,LOC_Os02g32880
49121,None,LOC_Os02g32890
49122,None,LOC_Os02g32900
49123,None,LOC_Os02g32910
49124,None,LOC_Os02g32960
49125,None,LOC_Os02g33040
49126,None,LOC_Os02g33050
49127,None,LOC_Os02g33100
49128,None,LOC_Os02g33120
49129,None,LOC_Os02g33160
49130,None,LOC_Os02g33190
49131,None,LOC_Os02g33200
49132,None,LOC_Os02g33210
49133,None,LOC_Os02g33220
49134,None,LOC_Os02g33250
49135,None,LOC_Os02g33260
49136,None,LOC_Os02g33270
49137,None,LOC_Os02g33280
49138,None,LOC_Os02g33300
49139,None,LOC_Os02g33340
49140,None,LOC_Os02g33360
49141,None,LOC_Os02g33370
49142,None,LOC_Os02g33410
49143,None,LOC_Os02g33440
49144,None,LOC_Os02g33470
49145,None,LOC_Os02g33480
49146,None,LOC_Os02g33510
49147,None,LOC_Os02g33520
49148,None,LOC_Os02g33530
49149,None,LOC_Os02g33570
49150,None,LOC_Os02g33620
49151,None,LOC_Os02g33650
49152,None,LOC_Os02g33660
49153,None,LOC_Os02g33705
49154,None,LOC_Os02g33790
49155,None,LOC_Os02g33810
49156,None,LOC_Os02g33900
49157,None,LOC_Os02g33910
49158,None,LOC_Os02g33920
49159,None,LOC_Os02g33960
49160,None,LOC_Os02g33970
49161,None,LOC_Os02g33980
49162,None,LOC_Os02g33990
49163,None,LOC_Os02g34000
49164,None,LOC_Os02g34010
49165,None,LOC_Os02g34020
49166,None,LOC_Os02g34030
49167,None,LOC_Os02g34040
49168,None,LOC_Os02g34090
49169,None,LOC_Os02g34100
49170,None,LOC_Os02g34120
49171,None,LOC_Os02g34130
49172,None,LOC_Os02g34140
49173,None,LOC_Os02g34150
49174,None,LOC_Os02g34160
49175,None,LOC_Os02g34170
49176,None,LOC_Os02g34180
49177,None,LOC_Os02g34190
49178,None,LOC_Os02g34200
49179,None,LOC_Os02g34210
49180,None,LOC_Os02g34240
49181,None,LOC_Os02g34250
49182,None,LOC_Os02g34270
49183,None,LOC_Os02g34280
49184,None,LOC_Os02g34290
49185,None,LOC_Os02g34300
49186,None,LOC_Os02g34330
49187,None,LOC_Os02g34340
49188,None,LOC_Os02g34350
49189,None,LOC_Os02g34380
49190,None,LOC_Os02g34400
49191,None,LOC_Os02g34440
49192,None,LOC_Os02g34450
49193,None,LOC_Os02g34520
49194,None,LOC_Os02g34620
49195,None,LOC_Os02g34660
49196,None,LOC_Os02g34670
49197,None,LOC_Os02g34770
49198,None,LOC_Os02g34780
49199,None,LOC_Os02g34800
49200,None,LOC_Os02g34820
49201,None,LOC_Os02g34920
49202,None,LOC_Os02g34980
49203,None,LOC_Os02g35120
49204,None,LOC_Os02g35250
49205,None,LOC_Os02g35260
49206,None,LOC_Os02g35270
49207,None,LOC_Os02g35280
49208,None,LOC_Os02g35290
49209,None,LOC_Os02g35520
49210,None,LOC_Os02g35540
49211,None,LOC_Os02g35570
49212,None,LOC_Os02g35580
49213,None,LOC_Os02g35670
49214,None,LOC_Os02g35680
49215,None,LOC_Os02g35740
49216,None,LOC_Os02g35790
49217,None,LOC_Os02g35800
49218,None,LOC_Os02g35920
49219,None,LOC_Os02g35930
49220,None,LOC_Os02g35960
49221,None,LOC_Os02g35980
49222,None,LOC_Os02g36010
49223,None,LOC_Os02g36050
49224,None,LOC_Os02g36060
49225,None,LOC_Os02g36080
49226,None,LOC_Os02g36090
49227,None,LOC_Os02g36100
49228,None,LOC_Os02g36120
49229,None,LOC_Os02g36130
49230,None,LOC_Os02g36160
49231,None,LOC_Os02g36170
49232,None,LOC_Os02g36180
49233,None,LOC_Os02g36200
49234,None,LOC_Os02g36230
49235,None,LOC_Os02g36290
49236,None,LOC_Os02g36310
49237,None,LOC_Os02g36330
49238,None,LOC_Os02g36370
49239,None,LOC_Os02g36430
49240,None,LOC_Os02g36460
49241,None,LOC_Os02g36470
49242,None,LOC_Os02g36480
49243,None,LOC_Os02g36505
49244,None,LOC_Os02g36540
49245,None,LOC_Os02g36560
49246,None,LOC_Os02g36580
49247,None,LOC_Os02g36640
49248,None,LOC_Os02g36650
49249,None,LOC_Os02g36660
49250,None,LOC_Os02g36690
49251,None,LOC_Os02g36720
49252,None,LOC_Os02g36760
49253,None,LOC_Os02g36790
49254,None,LOC_Os02g36800
49255,None,LOC_Os02g36830
49256,None,LOC_Os02g36910
49257,None,LOC_Os02g37170
49258,None,LOC_Os02g37270
49259,None,LOC_Os02g37340
49260,None,LOC_Os02g37350
49261,None,LOC_Os02g37410
49262,None,LOC_Os02g37460
49263,None,LOC_Os02g37510
49264,None,LOC_Os02g37560
49265,None,LOC_Os02g37570
49266,None,LOC_Os02g37620
49267,None,LOC_Os02g37630
49268,None,LOC_Os02g37720
49269,None,LOC_Os02g37730
49270,None,LOC_Os02g37740
49271,None,LOC_Os02g37790
49272,None,LOC_Os02g37810
49273,None,LOC_Os02g37820
49274,None,LOC_Os02g37840
49275,None,LOC_Os02g37900
49276,None,LOC_Os02g38000
49277,None,LOC_Os02g38100
49278,None,LOC_Os02g38110
49279,None,LOC_Os02g38270
49280,None,LOC_Os02g38280
49281,None,LOC_Os02g38310
49282,None,LOC_Os02g38330
49283,None,LOC_Os02g38370
49284,None,LOC_Os02g38380
49285,None,LOC_Os02g38420
49286,None,LOC_Os02g38450
49287,None,LOC_Os02g38460
49288,None,LOC_Os02g38520
49289,None,LOC_Os02g38530
49290,None,LOC_Os02g38540
49291,None,LOC_Os02g38550
49292,None,LOC_Os02g38560
49293,None,LOC_Os02g38570
49294,None,LOC_Os02g38610
49295,None,LOC_Os02g38620
49296,None,LOC_Os02g38630
49297,None,LOC_Os02g38640
49298,None,LOC_Os02g38650
49299,None,LOC_Os02g38660
49300,None,LOC_Os02g38670
49301,None,LOC_Os02g38700
49302,None,LOC_Os02g38720
49303,None,LOC_Os02g38730
49304,None,LOC_Os02g38830
49305,None,LOC_Os02g38870
49306,None,LOC_Os02g38880
49307,None,LOC_Os02g38960
49308,None,LOC_Os02g38990
49309,None,LOC_Os02g39020
49310,None,LOC_Os02g39110
49311,None,LOC_Os02g39120
49312,None,LOC_Os02g39250
49313,None,LOC_Os02g39310
49314,None,LOC_Os02g39320
49315,None,LOC_Os02g39380
49316,None,LOC_Os02g39440
49317,None,LOC_Os02g39450
49318,None,LOC_Os02g39460
49319,None,LOC_Os02g39500
49320,None,LOC_Os02g39625
49321,None,LOC_Os02g39640
49322,None,LOC_Os02g39680
49323,None,LOC_Os02g39750
49324,None,LOC_Os02g39780
49325,None,LOC_Os02g39860
49326,None,LOC_Os02g39900
49327,None,LOC_Os02g39980
49328,None,LOC_Os02g40050
49329,None,LOC_Os02g40060
49330,None,LOC_Os02g40140
49331,None,LOC_Os02g40150
49332,None,LOC_Os02g40160
49333,None,LOC_Os02g40170
49334,None,LOC_Os02g40180
49335,None,LOC_Os02g40210
49336,None,LOC_Os02g40220
49337,None,LOC_Os02g40230
49338,None,LOC_Os02g40250
49339,None,LOC_Os02g40300
49340,None,LOC_Os02g40310
49341,None,LOC_Os02g40350
49342,None,LOC_Os02g40360
49343,None,LOC_Os02g40370
49344,None,LOC_Os02g40380
49345,None,LOC_Os02g40390
49346,None,LOC_Os02g40470
49347,None,LOC_Os02g40480
49348,None,LOC_Os02g40520
49349,None,LOC_Os02g40570
49350,None,LOC_Os02g40580
49351,None,LOC_Os02g40640
49352,None,LOC_Os02g40720
49353,None,LOC_Os02g40850
49354,None,LOC_Os02g40910
49355,None,LOC_Os02g40920
49356,None,LOC_Os02g40930
49357,None,LOC_Os02g41490
49358,None,LOC_Os02g41530
49359,None,LOC_Os02g41540
49360,None,LOC_Os02g41570
49361,None,LOC_Os02g41620
49362,None,LOC_Os02g41640
49363,None,LOC_Os02g41690
49364,None,LOC_Os02g41696
49365,None,LOC_Os02g41702
49366,None,LOC_Os02g41730
49367,None,LOC_Os02g41740
49368,None,LOC_Os02g41750
49369,None,LOC_Os02g41790
49370,None,LOC_Os02g41850
49371,None,LOC_Os02g41870
49372,None,LOC_Os02g41961
49373,None,LOC_Os02g41970
49374,None,LOC_Os02g41980
49375,None,LOC_Os02g42030
49376,None,LOC_Os02g42050
49377,None,LOC_Os02g42070
49378,None,LOC_Os02g42080
49379,None,LOC_Os02g42090
49380,None,LOC_Os02g42180
49381,None,LOC_Os02g42340
49382,None,LOC_Os02g42400
49383,None,LOC_Os02g42420
49384,None,LOC_Os02g42460
49385,None,LOC_Os02g42497
49386,None,LOC_Os02g42506
49387,None,LOC_Os02g42610
49388,None,LOC_Os02g42750
49389,None,LOC_Os02g42760
49390,None,LOC_Os02g42830
49391,None,LOC_Os02g42840
49392,None,LOC_Os02g42900
49393,None,LOC_Os02g42930
49394,None,LOC_Os02g42980
49395,None,LOC_Os02g43060
49396,None,LOC_Os02g43070
49397,None,LOC_Os02g43100
49398,None,LOC_Os02g43140
49399,None,LOC_Os02g43160
49400,None,LOC_Os02g43210
49401,None,LOC_Os02g43220
49402,None,LOC_Os02g43230
49403,None,LOC_Os02g43260
49404,None,LOC_Os02g43270
49405,None,LOC_Os02g43310
49406,None,LOC_Os02g43320
49407,None,LOC_Os02g43380
49408,None,LOC_Os02g43390
49409,None,LOC_Os02g43400
49410,None,LOC_Os02g43420
49411,None,LOC_Os02g43440
49412,None,LOC_Os02g43450
49413,None,LOC_Os02g43530
49414,None,LOC_Os02g43570
49415,None,LOC_Os02g43580
49416,None,LOC_Os02g43610
49417,None,LOC_Os02g43640
49418,None,LOC_Os02g43730
49419,None,LOC_Os02g43780
49420,None,LOC_Os02g43800
49421,None,LOC_Os02g43880
49422,None,LOC_Os02g43950
49423,None,LOC_Os02g43980
49424,None,LOC_Os02g43990
49425,None,LOC_Os02g44020
49426,None,LOC_Os02g44030
49427,None,LOC_Os02g44050
49428,None,LOC_Os02g44060
49429,None,LOC_Os02g44070
49430,None,LOC_Os02g44124
49431,None,LOC_Os02g44140
49432,None,LOC_Os02g44150
49433,None,LOC_Os02g44160
49434,None,LOC_Os02g44170
49435,None,LOC_Os02g44180
49436,None,LOC_Os02g44190
49437,None,LOC_Os02g44210
49438,None,LOC_Os02g44350
49439,None,LOC_Os02g44390
49440,None,LOC_Os02g44400
49441,None,LOC_Os02g44410
49442,None,LOC_Os02g44420
49443,None,LOC_Os02g44430
49444,None,LOC_Os02g44440
49445,None,LOC_Os02g44450
49446,None,LOC_Os02g44460
49447,None,LOC_Os02g44620
49448,None,LOC_Os02g44750
49449,None,LOC_Os02g44760
49450,None,LOC_Os02g44830
49451,None,LOC_Os02g44840
49452,None,LOC_Os02g44950
49453,None,LOC_Os02g44975
49454,None,LOC_Os02g45020
49455,None,LOC_Os02g45030
49456,None,LOC_Os02g45140
49457,None,LOC_Os02g45210
49458,None,LOC_Os02g45220
49459,None,LOC_Os02g45230
49460,None,LOC_Os02g45290
49461,None,LOC_Os02g45300
49462,None,LOC_Os02g45330
49463,None,LOC_Os02g45360
49464,None,LOC_Os02g45370
49465,None,LOC_Os02g45400
49466,None,LOC_Os02g45410
49467,None,LOC_Os02g45470
49468,None,LOC_Os02g45500
49469,None,LOC_Os02g45550
49470,None,LOC_Os02g45560
49471,None,LOC_Os02g45610
49472,None,LOC_Os02g45630
49473,None,LOC_Os02g45680
49474,None,LOC_Os02g45720
49475,None,LOC_Os02g45730
49476,None,LOC_Os02g45740
49477,None,LOC_Os02g45790
49478,None,LOC_Os02g45800
49479,None,LOC_Os02g45840
49480,None,LOC_Os02g45960
49481,None,LOC_Os02g45990
49482,None,LOC_Os02g46000
49483,None,LOC_Os02g46010
49484,None,LOC_Os02g46020
49485,None,LOC_Os02g46040
49486,None,LOC_Os02g46050
49487,None,LOC_Os02g46060
49488,None,LOC_Os02g46110
49489,None,LOC_Os02g46170
49490,None,LOC_Os02g46200
49491,None,LOC_Os02g46230
49492,None,LOC_Os02g46240
49493,None,LOC_Os02g46250
49494,None,LOC_Os02g46370
49495,None,LOC_Os02g46390
49496,None,LOC_Os02g46400
49497,None,LOC_Os02g46410
49498,None,LOC_Os02g46530
49499,None,LOC_Os02g46540
49500,None,LOC_Os02g46550
49501,None,LOC_Os02g46570
49502,None,LOC_Os02g46580
49503,None,LOC_Os02g46630
49504,None,LOC_Os02g46790
49505,None,LOC_Os02g46800
49506,None,LOC_Os02g46820
49507,None,LOC_Os02g46870
49508,None,LOC_Os02g46880
49509,None,LOC_Os02g46890
49510,None,LOC_Os02g46900
49511,None,LOC_Os02g46920
49512,None,LOC_Os02g47070
49513,None,LOC_Os02g47100
49514,None,LOC_Os02g47240
49515,None,LOC_Os02g47250
49516,None,LOC_Os02g47260
49517,None,LOC_Os02g47270
49518,None,LOC_Os02g47290
49519,None,LOC_Os02g47300
49520,None,LOC_Os02g47380
49521,None,LOC_Os02g47430
49522,None,LOC_Os02g47480
49523,None,LOC_Os02g47520
49524,None,LOC_Os02g47530
49525,None,LOC_Os02g47540
49526,None,LOC_Os02g47550
49527,None,LOC_Os02g47680
49528,None,LOC_Os02g47690
49529,None,LOC_Os02g47700
49530,None,LOC_Os02g47710
49531,None,LOC_Os02g47720
49532,None,LOC_Os02g47730
49533,None,LOC_Os02g47820
49534,None,LOC_Os02g47910
49535,None,LOC_Os02g47990
49536,None,LOC_Os02g48020
49537,None,LOC_Os02g48030
49538,None,LOC_Os02g48040
49539,None,LOC_Os02g48050
49540,None,LOC_Os02g48070
49541,None,LOC_Os02g48160
49542,None,LOC_Os02g48230
49543,None,LOC_Os02g48240
49544,None,LOC_Os02g48250
49545,None,LOC_Os02g48260
49546,None,LOC_Os02g48270
49547,None,LOC_Os02g48410
49548,None,LOC_Os02g48420
49549,None,LOC_Os02g48430
