,RAP,MSU1
49550,None,LOC_Os02g48490
49551,None,LOC_Os02g48510
49552,None,LOC_Os02g48520
49553,None,LOC_Os02g48540
49554,None,LOC_Os02g48580
49555,None,LOC_Os02g48690
49556,None,LOC_Os02g48700
49557,None,LOC_Os02g48750
49558,None,LOC_Os02g48760
49559,None,LOC_Os02g48800
49560,None,LOC_Os02g48930
49561,None,LOC_Os02g48940
49562,None,LOC_Os02g49010
49563,None,LOC_Os02g49020
49564,None,LOC_Os02g49100
49565,None,LOC_Os02g49110
49566,None,LOC_Os02g49120
49567,None,LOC_Os02g49130
49568,None,LOC_Os02g49170
49569,None,LOC_Os02g49200
49570,None,LOC_Os02g49210
49571,None,LOC_Os02g49220
49572,None,LOC_Os02g49290
49573,None,LOC_Os02g49300
49574,None,LOC_Os02g49340
49575,None,LOC_Os02g49380
49576,None,LOC_Os02g49390
49577,None,LOC_Os02g49400
49578,None,LOC_Os02g49430
49579,None,LOC_Os02g49490
49580,None,LOC_Os02g49500
49581,None,LOC_Os02g49580
49582,None,LOC_Os02g49640
49583,None,LOC_Os02g49710
49584,None,LOC_Os02g49740
49585,None,LOC_Os02g49750
49586,None,LOC_Os02g49810
49587,None,LOC_Os02g49890
49588,None,LOC_Os02g49900
49589,None,LOC_Os02g49910
49590,None,LOC_Os02g49930
49591,None,LOC_Os02g49940
49592,None,LOC_Os02g50030
49593,None,LOC_Os02g50070
49594,None,LOC_Os02g50080
49595,None,LOC_Os02g50090
49596,None,LOC_Os02g50120
49597,None,LOC_Os02g50260
49598,None,LOC_Os02g50310
49599,None,LOC_Os02g50380
49600,None,LOC_Os02g50420
49601,None,LOC_Os02g50430
49602,None,LOC_Os02g50440
49603,None,LOC_Os02g50500
49604,None,LOC_Os02g50510
49605,None,LOC_Os02g50520
49606,None,LOC_Os02g50530
49607,None,LOC_Os02g50540
49608,None,LOC_Os02g50580
49609,None,LOC_Os02g50590
49610,None,LOC_Os02g50610
49611,None,LOC_Os02g50650
49612,None,LOC_Os02g50660
49613,None,LOC_Os02g50670
49614,None,LOC_Os02g50720
49615,None,LOC_Os02g50750
49616,None,LOC_Os02g50805
49617,None,LOC_Os02g50870
49618,None,LOC_Os02g50950
49619,None,LOC_Os02g51050
49620,None,LOC_Os02g51190
49621,None,LOC_Os02g51210
49622,None,LOC_Os02g51220
49623,None,LOC_Os02g51240
49624,None,LOC_Os02g51250
49625,None,LOC_Os02g51260
49626,None,LOC_Os02g51310
49627,None,LOC_Os02g51360
49628,None,LOC_Os02g51380
49629,None,LOC_Os02g51520
49630,None,LOC_Os02g51530
49631,None,LOC_Os02g51560
49632,None,LOC_Os02g51650
49633,None,LOC_Os02g51870
49634,None,LOC_Os02g51920
49635,None,LOC_Os02g51960
49636,None,LOC_Os02g51980
49637,None,LOC_Os02g51990
49638,None,LOC_Os02g52020
49639,None,LOC_Os02g52030
49640,None,LOC_Os02g52050
49641,None,LOC_Os02g52070
49642,None,LOC_Os02g52080
49643,None,LOC_Os02g52090
49644,None,LOC_Os02g52100
49645,None,LOC_Os02g52110
49646,None,LOC_Os02g52200
49647,None,LOC_Os02g52240
49648,None,LOC_Os02g52330
49649,None,LOC_Os02g52350
49650,None,LOC_Os02g52440
49651,None,LOC_Os02g52500
49652,None,LOC_Os02g52520
49653,None,LOC_Os02g52530
49654,None,LOC_Os02g52540
49655,None,LOC_Os02g52660
49656,None,LOC_Os02g52680
49657,None,LOC_Os02g52690
49658,None,LOC_Os02g52760
49659,None,LOC_Os02g52790
49660,None,LOC_Os02g52970
49661,None,LOC_Os02g52980
49662,None,LOC_Os02g53010
49663,None,LOC_Os02g53020
49664,None,LOC_Os02g53090
49665,None,LOC_Os02g53220
49666,None,LOC_Os02g53290
49667,None,LOC_Os02g53300
49668,None,LOC_Os02g53370
49669,None,LOC_Os02g53440
49670,None,LOC_Os02g53470
49671,None,LOC_Os02g53540
49672,None,LOC_Os02g53550
49673,None,LOC_Os02g53570
49674,None,LOC_Os02g53610
49675,None,LOC_Os02g53630
49676,None,LOC_Os02g53640
49677,None,LOC_Os02g53650
49678,None,LOC_Os02g53710
49679,None,LOC_Os02g53730
49680,None,LOC_Os02g53800
49681,None,LOC_Os02g53920
49682,None,LOC_Os02g53930
49683,None,LOC_Os02g53940
49684,None,LOC_Os02g53960
49685,None,LOC_Os02g54040
49686,None,LOC_Os02g54210
49687,None,LOC_Os02g54220
49688,None,LOC_Os02g54230
49689,None,LOC_Os02g54270
49690,None,LOC_Os02g54290
49691,None,LOC_Os02g54320
49692,None,LOC_Os02g54330
49693,None,LOC_Os02g54350
49694,None,LOC_Os02g54410
49695,None,LOC_Os02g54460
49696,None,LOC_Os02g54480
49697,None,LOC_Os02g54530
49698,None,LOC_Os02g54610
49699,None,LOC_Os02g54670
49700,None,LOC_Os02g54680
49701,None,LOC_Os02g54740
49702,None,LOC_Os02g54750
49703,None,LOC_Os02g54840
49704,None,LOC_Os02g54850
49705,None,LOC_Os02g54930
49706,None,LOC_Os02g54940
49707,None,LOC_Os02g54950
49708,None,LOC_Os02g54970
49709,None,LOC_Os02g55100
49710,None,LOC_Os02g55160
49711,None,LOC_Os02g55240
49712,None,LOC_Os02g55350
49713,None,LOC_Os02g55450
49714,None,LOC_Os02g55800
49715,None,LOC_Os02g55820
49716,None,LOC_Os02g55850
49717,None,LOC_Os02g55860
49718,None,LOC_Os02g55900
49719,None,LOC_Os02g55920
49720,None,LOC_Os02g56060
49721,None,LOC_Os02g56070
49722,None,LOC_Os02g56240
49723,None,LOC_Os02g56290
49724,None,LOC_Os02g56350
49725,None,LOC_Os02g56354
49726,None,LOC_Os02g56390
49727,None,LOC_Os02g56410
49728,None,LOC_Os02g56450
49729,None,LOC_Os02g56470
49730,None,LOC_Os02g56590
49731,None,LOC_Os02g56620
49732,None,LOC_Os02g56640
49733,None,LOC_Os02g56650
49734,None,LOC_Os02g56660
49735,None,LOC_Os02g56670
49736,None,LOC_Os02g56730
49737,None,LOC_Os02g56780
49738,None,LOC_Os02g56790
49739,None,LOC_Os02g56870
49740,None,LOC_Os02g56890
49741,None,LOC_Os02g57230
49742,None,LOC_Os02g57300
49743,None,LOC_Os02g57550
49744,None,LOC_Os02g57730
49745,None,LOC_Os02g57860
49746,None,LOC_Os02g57880
49747,None,LOC_Os02g57930
49748,None,LOC_Os02g57950
49749,None,LOC_Os02g58050
49750,None,LOC_Os02g58060
49751,None,LOC_Os02g58240
49752,None,LOC_Os02g58400
49753,None,LOC_Os02g58420
49754,None,LOC_Os02g58430
49755,None,LOC_Os02g58560
49756,None,LOC_Os02g58680
49757,None,LOC_Os02g58690
49758,None,LOC_Os02g58700
49759,None,LOC_Os02g58710
49760,None,LOC_Os02g58750
49761,None,LOC_Os02g58760
49762,None,LOC_Os02g58770
49763,None,LOC_Os02g58780
49764,None,LOC_Os03g01040
49765,None,LOC_Os03g01070
49766,None,LOC_Os03g01080
49767,None,LOC_Os03g01280
49768,None,LOC_Os03g01330
49769,None,LOC_Os03g01340
49770,None,LOC_Os03g01380
49771,None,LOC_Os03g01390
49772,None,LOC_Os03g01400
49773,None,LOC_Os03g01410
49774,None,LOC_Os03g01430
49775,None,LOC_Os03g01436
49776,None,LOC_Os03g01460
49777,None,LOC_Os03g01500
49778,None,LOC_Os03g01620
49779,None,LOC_Os03g01684
49780,None,LOC_Os03g01780
49781,None,LOC_Os03g01860
49782,None,LOC_Os03g01950
49783,None,LOC_Os03g02060
49784,None,LOC_Os03g02120
49785,None,LOC_Os03g02130
49786,None,LOC_Os03g02140
49787,None,LOC_Os03g02230
49788,None,LOC_Os03g02340
49789,None,LOC_Os03g02350
49790,None,LOC_Os03g02360
49791,None,LOC_Os03g02370
49792,None,LOC_Os03g02500
49793,None,LOC_Os03g02620
49794,None,LOC_Os03g02630
49795,None,LOC_Os03g02790
49796,None,LOC_Os03g02874
49797,None,LOC_Os03g02874
49798,None,LOC_Os03g02874
49799,None,LOC_Os03g02874
49800,None,LOC_Os03g02874
49801,None,LOC_Os03g02874
49802,None,LOC_Os03g02910
49803,None,LOC_Os03g03010
49804,None,LOC_Os03g03050
49805,None,LOC_Os03g03060
49806,None,LOC_Os03g03080
49807,None,LOC_Os03g03110
49808,None,LOC_Os03g03120
49809,None,LOC_Os03g03190
49810,None,LOC_Os03g03210
49811,None,LOC_Os03g03220
49812,None,LOC_Os03g03230
49813,None,LOC_Os03g03240
49814,None,LOC_Os03g03250
49815,None,LOC_Os03g03300
49816,None,LOC_Os03g03330
49817,None,LOC_Os03g03340
49818,None,LOC_Os03g03540
49819,None,LOC_Os03g03740
49820,None,LOC_Os03g03840
49821,None,LOC_Os03g03850
49822,None,LOC_Os03g03970
49823,None,LOC_Os03g04010
49824,None,LOC_Os03g04040
49825,None,LOC_Os03g04150
49826,None,LOC_Os03g04230
49827,None,LOC_Os03g04290
49828,None,LOC_Os03g04330
49829,None,LOC_Os03g04350
49830,None,LOC_Os03g04420
49831,None,LOC_Os03g04540
49832,None,LOC_Os03g04640
49833,None,LOC_Os03g04670
49834,None,LOC_Os03g04700
49835,None,LOC_Os03g04720
49836,None,LOC_Os03g04790
49837,None,LOC_Os03g04800
49838,None,LOC_Os03g04810
49839,None,LOC_Os03g04820
49840,None,LOC_Os03g04850
49841,None,LOC_Os03g04860
49842,None,LOC_Os03g04910
49843,None,LOC_Os03g05000
49844,None,LOC_Os03g05010
49845,None,LOC_Os03g05080
49846,None,LOC_Os03g05090
49847,None,LOC_Os03g05130
49848,None,LOC_Os03g05150
49849,None,LOC_Os03g05170
49850,None,LOC_Os03g05240
49851,None,LOC_Os03g05350
49852,None,LOC_Os03g05400
49853,None,LOC_Os03g05410
49854,None,LOC_Os03g05550
49855,None,LOC_Os03g05580
49856,None,LOC_Os03g05600
49857,None,LOC_Os03g05650
49858,None,LOC_Os03g05670
49859,None,LOC_Os03g05790
49860,None,LOC_Os03g05850
49861,None,LOC_Os03g05890
49862,None,LOC_Os03g05930
49863,None,LOC_Os03g05940
49864,None,LOC_Os03g05950
49865,None,LOC_Os03g05960
49866,None,LOC_Os03g05970
49867,None,LOC_Os03g06030
49868,None,LOC_Os03g06110
49869,None,LOC_Os03g06260
49870,None,LOC_Os03g06270
49871,None,LOC_Os03g06280
49872,None,LOC_Os03g06470
49873,None,LOC_Os03g06530
49874,None,LOC_Os03g06540
49875,None,LOC_Os03g06550
49876,None,LOC_Os03g06560
49877,None,LOC_Os03g06600
49878,None,LOC_Os03g06690
49879,None,LOC_Os03g06820
49880,None,LOC_Os03g07010
49881,None,LOC_Os03g07020
49882,None,LOC_Os03g07030
49883,None,LOC_Os03g07040
49884,None,LOC_Os03g07070
49885,None,LOC_Os03g07320
49886,None,LOC_Os03g07460
49887,None,LOC_Os03g07490
49888,None,LOC_Os03g07500
49889,None,LOC_Os03g07630
49890,None,LOC_Os03g07640
49891,None,LOC_Os03g07670
49892,None,LOC_Os03g07690
49893,None,LOC_Os03g07770
49894,None,LOC_Os03g07780
49895,None,LOC_Os03g08040
49896,None,LOC_Os03g08114
49897,None,LOC_Os03g08120
49898,None,LOC_Os03g08210
49899,None,LOC_Os03g08240
49900,None,LOC_Os03g08260
49901,None,LOC_Os03g08400
49902,None,LOC_Os03g08420
49903,None,LOC_Os03g08510
49904,None,LOC_Os03g08540
49905,None,LOC_Os03g08590
49906,None,LOC_Os03g08670
49907,None,LOC_Os03g08890
49908,None,LOC_Os03g08940
49909,None,LOC_Os03g08950
49910,None,LOC_Os03g09040
49911,None,LOC_Os03g09130
49912,None,LOC_Os03g09830
49913,None,LOC_Os03g09950
49914,None,LOC_Os03g09960
49915,None,LOC_Os03g09990
49916,None,LOC_Os03g10000
49917,None,LOC_Os03g10010
49918,None,LOC_Os03g10170
49919,None,LOC_Os03g10280
49920,None,LOC_Os03g10310
49921,None,LOC_Os03g10330
49922,None,LOC_Os03g10380
49923,None,LOC_Os03g10550
49924,None,LOC_Os03g10580
49925,None,LOC_Os03g10610
49926,None,LOC_Os03g10630
49927,None,LOC_Os03g10670
49928,None,LOC_Os03g10830
49929,None,LOC_Os03g10840
49930,None,LOC_Os03g10960
49931,None,LOC_Os03g11080
49932,None,LOC_Os03g11270
49933,None,LOC_Os03g11280
49934,None,LOC_Os03g11430
49935,None,LOC_Os03g11640
49936,None,LOC_Os03g11750
49937,None,LOC_Os03g11800
49938,None,LOC_Os03g11810
49939,None,LOC_Os03g11819
49940,None,LOC_Os03g11830
49941,None,LOC_Os03g11850
49942,None,LOC_Os03g11930
49943,None,LOC_Os03g12040
49944,None,LOC_Os03g12080
49945,None,LOC_Os03g12100
49946,None,LOC_Os03g12130
49947,None,LOC_Os03g12170
49948,None,LOC_Os03g12220
49949,None,LOC_Os03g12330
49950,None,LOC_Os03g12340
49951,None,LOC_Os03g12380
49952,None,LOC_Os03g12400
49953,None,LOC_Os03g12490
49954,None,LOC_Os03g12540
49955,None,LOC_Os03g12580
49956,None,LOC_Os03g12600
49957,None,LOC_Os03g12640
49958,None,LOC_Os03g12650
49959,None,LOC_Os03g12780
49960,None,LOC_Os03g12830
49961,None,LOC_Os03g12870
49962,None,LOC_Os03g12879
49963,None,LOC_Os03g12920
49964,None,LOC_Os03g12960
49965,None,LOC_Os03g12980
49966,None,LOC_Os03g13020
49967,None,LOC_Os03g13060
49968,None,LOC_Os03g13260
49969,None,LOC_Os03g13350
49970,None,LOC_Os03g13470
49971,None,LOC_Os03g13500
49972,None,LOC_Os03g13510
49973,None,LOC_Os03g13530
49974,None,LOC_Os03g13630
49975,None,LOC_Os03g13660
49976,None,LOC_Os03g13670
49977,None,LOC_Os03g13680
49978,None,LOC_Os03g13700
49979,None,LOC_Os03g13710
49980,None,LOC_Os03g13780
49981,None,LOC_Os03g13880
49982,None,LOC_Os03g13890
49983,None,LOC_Os03g13900
49984,None,LOC_Os03g13910
49985,None,LOC_Os03g13920
49986,None,LOC_Os03g13940
49987,None,LOC_Os03g13984
49988,None,LOC_Os03g14060
49989,None,LOC_Os03g14070
49990,None,LOC_Os03g14110
49991,None,LOC_Os03g14190
49992,None,LOC_Os03g14230
49993,None,LOC_Os03g14254
49994,None,LOC_Os03g14258
49995,None,LOC_Os03g14349
49996,None,LOC_Os03g14390
49997,None,LOC_Os03g14410
49998,None,LOC_Os03g14430
49999,None,LOC_Os03g14460
50000,None,LOC_Os03g14470
50001,None,LOC_Os03g14480
50002,None,LOC_Os03g14490
50003,None,LOC_Os03g14600
50004,None,LOC_Os03g14642
50005,None,LOC_Os03g14750
50006,None,LOC_Os03g14760
50007,None,LOC_Os03g14770
50008,None,LOC_Os03g14780
50009,None,LOC_Os03g14820
50010,None,LOC_Os03g14850
50011,None,LOC_Os03g14920
50012,None,LOC_Os03g14930
50013,None,LOC_Os03g14940
50014,None,LOC_Os03g15060
50015,None,LOC_Os03g15070
50016,None,LOC_Os03g15090
50017,None,LOC_Os03g15100
50018,None,LOC_Os03g15110
50019,None,LOC_Os03g15130
50020,None,LOC_Os03g15140
50021,None,LOC_Os03g15150
50022,None,LOC_Os03g15160
50023,None,LOC_Os03g15170
50024,None,LOC_Os03g15200
50025,None,LOC_Os03g15260
50026,None,LOC_Os03g15280
50027,None,LOC_Os03g15310
50028,None,LOC_Os03g15330
50029,None,LOC_Os03g15400
50030,None,LOC_Os03g15450
50031,None,LOC_Os03g15470
50032,None,LOC_Os03g15490
50033,None,LOC_Os03g15500
50034,None,LOC_Os03g15510
50035,None,LOC_Os03g15520
50036,None,LOC_Os03g15610
50037,None,LOC_Os03g15620
50038,None,LOC_Os03g15640
50039,None,LOC_Os03g15820
50040,None,LOC_Os03g15970
50041,None,LOC_Os03g16100
50042,None,LOC_Os03g16180
50043,None,LOC_Os03g16190
50044,None,LOC_Os03g16200
50045,None,LOC_Os03g16250
50046,None,LOC_Os03g16270
50047,None,LOC_Os03g16280
50048,None,LOC_Os03g16300
50049,None,LOC_Os03g16310
50050,None,LOC_Os03g16420
50051,None,LOC_Os03g16490
50052,None,LOC_Os03g16530
50053,None,LOC_Os03g16540
50054,None,LOC_Os03g16560
50055,None,LOC_Os03g16620
50056,None,LOC_Os03g16630
50057,None,LOC_Os03g16640
50058,None,LOC_Os03g16650
50059,None,LOC_Os03g16660
50060,None,LOC_Os03g16718
50061,None,LOC_Os03g16750
50062,None,LOC_Os03g16770
50063,None,LOC_Os03g16840
50064,None,LOC_Os03g16970
50065,None,LOC_Os03g17110
50066,None,LOC_Os03g17359
50067,None,LOC_Os03g17380
50068,None,LOC_Os03g17420
50069,None,LOC_Os03g17750
50070,None,LOC_Os03g17820
50071,None,LOC_Os03g17830
50072,None,LOC_Os03g17890
50073,None,LOC_Os03g17970
50074,None,LOC_Os03g18040
50075,None,LOC_Os03g18060
50076,None,LOC_Os03g18090
50077,None,LOC_Os03g18100
50078,None,LOC_Os03g18320
50079,None,LOC_Os03g18330
50080,None,LOC_Os03g18340
50081,None,LOC_Os03g18650
50082,None,LOC_Os03g18670
50083,None,LOC_Os03g18750
50084,None,LOC_Os03g18760
50085,None,LOC_Os03g18800
50086,None,LOC_Os03g18900
50087,None,LOC_Os03g18930
50088,None,LOC_Os03g19050
50089,None,LOC_Os03g19140
50090,None,LOC_Os03g19150
50091,None,LOC_Os03g19160
50092,None,LOC_Os03g19210
50093,None,LOC_Os03g19230
50094,None,LOC_Os03g19320
50095,None,LOC_Os03g19462
50096,None,LOC_Os03g19630
50097,None,LOC_Os03g19640
50098,None,LOC_Os03g19660
50099,None,LOC_Os03g19800
50100,None,LOC_Os03g19830
50101,None,LOC_Os03g19880
50102,None,LOC_Os03g20000
50103,None,LOC_Os03g20040
50104,None,LOC_Os03g20050
50105,None,LOC_Os03g20060
50106,None,LOC_Os03g20080
50107,None,LOC_Os03g20110
50108,None,LOC_Os03g20140
50109,None,LOC_Os03g20150
50110,None,LOC_Os03g20200
50111,None,LOC_Os03g20240
50112,None,LOC_Os03g20250
50113,None,LOC_Os03g20270
50114,None,LOC_Os03g20320
50115,None,LOC_Os03g20390
50116,None,LOC_Os03g20400
50117,None,LOC_Os03g20490
50118,None,LOC_Os03g20540
50119,None,LOC_Os03g20660
50120,None,LOC_Os03g20690
50121,None,LOC_Os03g20740
50122,None,LOC_Os03g20770
50123,None,LOC_Os03g20800
50124,None,LOC_Os03g20810
50125,None,LOC_Os03g20820
50126,None,LOC_Os03g20890
50127,None,LOC_Os03g20930
50128,None,LOC_Os03g20990
50129,None,LOC_Os03g21070
50130,None,LOC_Os03g21170
50131,None,LOC_Os03g21180
50132,None,LOC_Os03g21190
50133,None,LOC_Os03g21290
50134,None,LOC_Os03g21320
50135,None,LOC_Os03g21330
50136,None,LOC_Os03g21340
50137,None,LOC_Os03g21350
50138,None,LOC_Os03g21360
50139,None,LOC_Os03g21500
50140,None,LOC_Os03g21660
50141,None,LOC_Os03g21664
50142,None,LOC_Os03g21664
50143,None,LOC_Os03g21750
50144,None,LOC_Os03g21759
50145,None,LOC_Os03g21930
50146,None,LOC_Os03g21999
50147,None,LOC_Os03g22030
50148,None,LOC_Os03g22070
50149,None,LOC_Os03g22090
50150,None,LOC_Os03g22100
50151,None,LOC_Os03g22110
50152,None,LOC_Os03g22130
50153,None,LOC_Os03g22150
50154,None,LOC_Os03g22220
50155,None,LOC_Os03g22240
50156,None,LOC_Os03g22250
50157,None,LOC_Os03g22290
50158,None,LOC_Os03g22300
50159,None,LOC_Os03g22480
50160,None,LOC_Os03g22500
50161,None,LOC_Os03g22530
50162,None,LOC_Os03g22650
50163,None,LOC_Os03g22840
50164,None,LOC_Os03g22850
50165,None,LOC_Os03g22860
50166,None,LOC_Os03g22970
50167,None,LOC_Os03g22980
50168,None,LOC_Os03g23040
50169,None,LOC_Os03g23060
50170,None,LOC_Os03g23070
50171,None,LOC_Os03g23080
50172,None,LOC_Os03g23090
50173,None,LOC_Os03g23100
50174,None,LOC_Os03g23110
50175,None,LOC_Os03g23120
50176,None,LOC_Os03g23130
50177,None,LOC_Os03g23140
50178,None,LOC_Os03g23150
50179,None,LOC_Os03g23160
50180,None,LOC_Os03g23180
50181,None,LOC_Os03g23190
50182,None,LOC_Os03g23200
50183,None,LOC_Os03g23210
50184,None,LOC_Os03g23220
50185,None,LOC_Os03g23230
50186,None,LOC_Os03g23250
50187,None,LOC_Os03g23760
50188,None,LOC_Os03g23770
50189,None,LOC_Os03g23790
50190,None,LOC_Os03g23800
50191,None,LOC_Os03g23820
50192,None,LOC_Os03g23830
50193,None,LOC_Os03g23840
50194,None,LOC_Os03g23850
50195,None,LOC_Os03g23860
50196,None,LOC_Os03g23880
50197,None,LOC_Os03g23890
50198,None,LOC_Os03g23990
50199,None,LOC_Os03g24000
50200,None,LOC_Os03g24010
50201,None,LOC_Os03g24080
50202,None,LOC_Os03g24110
50203,None,LOC_Os03g24120
50204,None,LOC_Os03g24190
50205,None,LOC_Os03g24200
50206,None,LOC_Os03g24210
50207,None,LOC_Os03g24230
50208,None,LOC_Os03g24260
50209,None,LOC_Os03g24270
50210,None,LOC_Os03g24280
50211,None,LOC_Os03g24320
50212,None,LOC_Os03g24360
50213,None,LOC_Os03g24370
50214,None,LOC_Os03g24400
50215,None,LOC_Os03g24470
50216,None,LOC_Os03g24490
50217,None,LOC_Os03g24500
50218,None,LOC_Os03g24530
50219,None,LOC_Os03g24540
50220,None,LOC_Os03g24550
50221,None,LOC_Os03g24620
50222,None,LOC_Os03g24630
50223,None,LOC_Os03g24750
50224,None,LOC_Os03g24780
50225,None,LOC_Os03g24790
50226,None,LOC_Os03g24800
50227,None,LOC_Os03g24810
50228,None,LOC_Os03g25020
50229,None,LOC_Os03g25100
50230,None,LOC_Os03g25170
50231,None,LOC_Os03g25180
50232,None,LOC_Os03g25210
50233,None,LOC_Os03g25289
50234,None,LOC_Os03g25304
50235,None,LOC_Os03g25314
50236,None,LOC_Os03g25320
50237,None,LOC_Os03g25360
50238,None,LOC_Os03g25364
50239,None,LOC_Os03g25374
50240,None,LOC_Os03g25394
50241,None,LOC_Os03g25410
50242,None,LOC_Os03g25464
50243,None,LOC_Os03g25510
50244,None,LOC_Os03g25540
50245,None,LOC_Os03g25554
50246,None,LOC_Os03g25560
50247,None,LOC_Os03g25570
50248,None,LOC_Os03g25580
50249,None,LOC_Os03g25590
50250,None,LOC_Os03g25690
50251,None,LOC_Os03g25900
50252,None,LOC_Os03g25910
50253,None,LOC_Os03g25950
50254,None,LOC_Os03g25984
50255,None,LOC_Os03g26010
50256,None,LOC_Os03g26020
50257,None,LOC_Os03g26100
50258,None,LOC_Os03g26120
50259,None,LOC_Os03g26130
50260,None,LOC_Os03g26190
50261,None,LOC_Os03g26240
50262,None,LOC_Os03g26290
50263,None,LOC_Os03g26329
50264,None,LOC_Os03g26350
50265,None,LOC_Os03g26390
50266,None,LOC_Os03g26400
50267,None,LOC_Os03g26470
50268,None,LOC_Os03g26500
50269,None,LOC_Os03g26510
50270,None,LOC_Os03g26520
50271,None,LOC_Os03g26540
50272,None,LOC_Os03g26550
50273,None,LOC_Os03g26560
50274,None,LOC_Os03g26570
50275,None,LOC_Os03g26610
50276,None,LOC_Os03g26660
50277,None,LOC_Os03g26670
50278,None,LOC_Os03g26690
50279,None,LOC_Os03g26704
50280,None,LOC_Os03g26720
50281,None,LOC_Os03g26730
50282,None,LOC_Os03g26750
50283,None,LOC_Os03g26760
50284,None,LOC_Os03g26770
50285,None,LOC_Os03g26810
50286,None,LOC_Os03g26830
50287,None,LOC_Os03g26850
50288,None,LOC_Os03g26880
50289,None,LOC_Os03g26890
50290,None,LOC_Os03g26900
50291,None,LOC_Os03g26940
50292,None,LOC_Os03g27050
50293,None,LOC_Os03g27070
50294,None,LOC_Os03g27140
50295,None,LOC_Os03g27150
50296,None,LOC_Os03g27200
50297,None,LOC_Os03g27270
50298,None,LOC_Os03g27300
50299,None,LOC_Os03g27330
50300,None,LOC_Os03g27400
50301,None,LOC_Os03g27410
50302,None,LOC_Os03g27470
50303,None,LOC_Os03g27484
50304,None,LOC_Os03g27490
50305,None,LOC_Os03g27520
50306,None,LOC_Os03g27540
50307,None,LOC_Os03g27560
50308,None,LOC_Os03g27630
50309,None,LOC_Os03g27640
50310,None,LOC_Os03g27670
50311,None,LOC_Os03g27690
50312,None,LOC_Os03g27700
50313,None,LOC_Os03g27710
50314,None,LOC_Os03g27720
50315,None,LOC_Os03g27730
50316,None,LOC_Os03g27740
50317,None,LOC_Os03g27810
50318,None,LOC_Os03g27860
50319,None,LOC_Os03g27870
50320,None,LOC_Os03g27890
50321,None,LOC_Os03g27910
50322,None,LOC_Os03g27920
50323,None,LOC_Os03g27940
50324,None,LOC_Os03g28000
50325,None,LOC_Os03g28010
50326,None,LOC_Os03g28020
50327,None,LOC_Os03g28060
50328,None,LOC_Os03g28100
50329,None,LOC_Os03g28110
50330,None,LOC_Os03g28120
50331,None,LOC_Os03g28180
50332,None,LOC_Os03g28204
50333,None,LOC_Os03g28220
50334,None,LOC_Os03g28280
50335,None,LOC_Os03g28289
50336,None,LOC_Os03g28350
50337,None,LOC_Os03g28370
50338,None,LOC_Os03g28380
50339,None,LOC_Os03g28430
50340,None,LOC_Os03g28920
50341,None,LOC_Os03g28950
50342,None,LOC_Os03g28969
50343,None,LOC_Os03g29000
50344,None,LOC_Os03g29010
50345,None,LOC_Os03g29020
50346,None,LOC_Os03g29035
50347,None,LOC_Os03g29065
50348,None,LOC_Os03g29075
50349,None,LOC_Os03g29085
50350,None,LOC_Os03g29100
50351,None,LOC_Os03g29110
50352,None,LOC_Os03g29120
50353,None,LOC_Os03g29130
50354,None,LOC_Os03g29140
50355,None,LOC_Os03g29194
50356,None,LOC_Os03g29200
50357,None,LOC_Os03g29206
50358,None,LOC_Os03g29212
50359,None,LOC_Os03g29220
50360,None,LOC_Os03g29222
50361,None,LOC_Os03g29224
50362,None,LOC_Os03g29230
50363,None,LOC_Os03g29244
50364,None,LOC_Os03g29290
50365,None,LOC_Os03g29310
50366,None,LOC_Os03g29330
50367,None,LOC_Os03g29370
50368,None,LOC_Os03g29389
50369,None,LOC_Os03g29400
50370,None,LOC_Os03g29420
50371,None,LOC_Os03g29430
50372,None,LOC_Os03g29440
50373,None,LOC_Os03g29490
50374,None,LOC_Os03g29510
50375,None,LOC_Os03g29520
50376,None,LOC_Os03g29550
50377,None,LOC_Os03g29560
50378,None,LOC_Os03g29650
50379,None,LOC_Os03g29660
50380,None,LOC_Os03g29690
50381,None,LOC_Os03g29790
50382,None,LOC_Os03g29880
50383,None,LOC_Os03g29900
50384,None,LOC_Os03g29940
50385,None,LOC_Os03g29990
50386,None,LOC_Os03g30010
50387,None,LOC_Os03g30020
50388,None,LOC_Os03g30030
50389,None,LOC_Os03g30070
50390,None,LOC_Os03g30080
50391,None,LOC_Os03g30084
50392,None,LOC_Os03g30088
50393,None,LOC_Os03g30100
50394,None,LOC_Os03g30110
50395,None,LOC_Os03g30170
50396,None,LOC_Os03g30180
50397,None,LOC_Os03g30190
50398,None,LOC_Os03g30264
50399,None,LOC_Os03g30270
50400,None,LOC_Os03g30280
50401,None,LOC_Os03g30320
50402,None,LOC_Os03g30334
50403,None,LOC_Os03g30350
50404,None,LOC_Os03g30360
50405,None,LOC_Os03g30370
50406,None,LOC_Os03g30390
